"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",34390,36574,38215,36169,38079,35928,39081,36018,36367,34241,33337,36101
"B",40660,17725,19398,18766,19147,23433,29177,27312,31477,29131,27172,34214
"C",42479,21865,21078,24253,26726,28206,30433,35764,31009,32694,31837,35349
"D",44309,24434,25513,27242,29073,32761,36231,37454,37701,37161,33205,35997
"E",44495,28014,28864,28828,30235,34507,43927,40135,43182,36764,34864,37338
"F",43618,24774,27846,29757,32074,32967,40251,42233,45494,43502,39965,38384
"G",42442,28260,26294,29116,27625,39082,33482,47144,43737,42567,36860,38712
"H",42727,41882,41821,43784,41507,40474,42484,38567,48933,40822,36919,35863
