"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"A",80700,73080,68260,69100,74040,77440,78180,76820,73700,74820,69420,76020,75760,69100,78160,78320,80180,78180,68720,71820,77540,71460,75800,81660
"B",79900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77900
"C",78660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66340
"D",67440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60600
"E",72480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67740
"F",72440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68260
"G",72820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49360
"H",73440,69660,60460,74080,70140,14920,15120,70300,77880,77600,74760,83640,81400,71020,78740,74800,69520,76240,75100,78520,75380,69680,71040,70840
"I",69760,70840,32340,33640,30720,32200,33220,41780,53840,70240,75340,77960,77180,34900,31780,35900,33700,34880,53220,60280,71100,69060,69900,75840
"J",69840,62700,20280,21520,26080,27820,29240,40560,55240,69000,79280,74220,70060,24740,24780,26140,28080,28380,47420,60620,71780,66200,58940,68840
"K",73380,68500,28120,29980,33620,34300,32940,41180,33340,75380,62580,81000,77860,30160,30920,35080,34760,36280,55820,70700,69440,68700,71020,66840
"L",73400,68460,31320,31860,36200,35700,37160,54340,61600,79360,74520,18240,75680,32320,32200,37520,36980,37960,62120,34600,65080,40760,69820,65620
"M",78760,68020,31300,31300,35840,38500,36360,49260,70860,77040,23420,51600,59480,32820,33020,36540,37480,39140,60040,65560,62260,73060,70120,9980
"N",71720,70580,29900,31660,34360,38400,37540,46660,63420,74720,81520,78660,75800,30000,30560,32980,33960,33000,59940,75480,78920,76100,70740,14220
"O",73400,39120,35060,39700,42360,46380,44860,57420,75300,84380,85160,85960,88840,38400,38640,39080,42660,40120,67880,77000,83600,75340,72220,73540
"P",74300,79960,68740,81080,91860,91520,82980,76280,83060,88380,90840,88160,86920,90820,89080,81600,41540,77640,88160,88160,83920,77620,79860,80100
