"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"A",101960,85620,69540,69240,79860,80920,83080,72980,66040,65260,63840,72880,70420,71160,66460,64660,64980,63040,71980,75900,76100,64400,85800,57380
"B",112840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62620
"C",88840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61300
"D",81820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58540
"E",89100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71760
"F",93960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58480
"G",77180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63140
"H",99900,94800,89700,90180,96260,4720,9500,82560,87700,99220,100720,101420,107800,102100,89800,87120,62680,69240,98040,99620,92060,92880,73360,63440
"I",88120,93500,7220,4800,6560,7040,9340,28700,63380,96480,106680,91040,102620,7880,5140,6700,6380,11620,54300,87720,73960,85940,62200,55440
"J",82480,42400,2420,840,2360,2200,2460,14380,40740,56600,66720,53800,58780,3400,1560,2180,2480,3240,31120,52060,46920,41840,37680,69580
"K",100540,88940,5160,2320,9240,8600,9360,44380,17600,107800,76760,106680,102720,8100,4520,6620,6840,11760,77220,102560,108340,60160,67780,91880
"L",113020,86460,5580,3840,13500,18560,12760,58560,115560,128760,128120,13080,114140,12840,9200,11140,9640,15340,86500,30420,106200,61320,77660,82240
"M",108180,85940,6560,7760,18300,19540,17740,71320,129260,125960,14040,88200,110460,10840,8760,11620,11760,20860,97940,129120,105160,87720,92600,4420
"N",109460,103900,8200,9760,20480,21780,15700,55640,114780,119620,126820,126640,119520,9380,8920,8600,9560,16960,95620,127980,116960,104340,92860,6460
"O",106200,63400,11220,16580,26720,33360,23300,69460,122180,131840,135000,131620,122540,17340,13700,14920,16860,28280,109340,132220,119260,120060,107940,90180
"P",114100,115760,108920,126860,134160,128940,115880,122040,126980,131560,131460,128520,132200,129720,134220,121120,57780,112160,126780,124840,118840,116620,114700,110020
