"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"A",2600,1160,1200,840,920,5680,960,680,920,560,1040,800,1240,720,1320,2760,1080,1520,4040,560,1000,520,800,960
"B",1160,27720,1120,1400,2440,13000,12760,1160,840,720,520,680,1400,1280,1360,1160,1240,16480,2200,1360,800,960,960,960
"C",920,7880,14160,1880,31280,19400,920,880,1360,22040,600,720,2720,960,1600,6280,5560,4040,1200,960,960,1000,880,920
"D",1040,19800,1080,3840,4920,1040,8240,14000,760,600,520,840,880,880,11680,2480,1040,13720,21320,17160,1200,1200,880,360
"E",12480,720,1040,1400,46560,1440,840,2120,1080,640,1160,880,2400,44800,2120,22840,1280,8680,1240,16160,760,840,880,440
"F",4720,32960,3680,720,9160,1280,4560,560,800,720,920,600,800,2040,1200,24360,3880,1040,21640,640,1040,680,520,760
"G",9840,5880,64560,17640,104360,22080,7600,1200,640,920,720,480,920,1080,2040,760,79240,91400,44560,1240,28960,480,840,640
"H",140240,30480,36720,10080,48680,98880,33800,77040,640,600,640,760,37920,680,640,58120,58960,18360,52440,9360,1120,760,480,720
"I",10240,111960,50640,164240,36720,110800,119680,24680,520,560,360,560,75240,64680,134520,70760,64960,81240,104400,96760,800,680,400,440
"J",55120,69640,38520,79080,51400,100920,50680,82120,41320,17680,640,320,116480,106080,77720,64800,77560,102120,38560,42640,18560,640,920,1120
"K",108160,82560,75080,107960,103640,122880,127760,49040,29840,38240,1080,1080,104120,107640,87720,101640,70320,98600,92360,91560,22480,640,760,800
"L",60480,96680,162200,133400,88400,93040,96840,80920,31040,1160,760,720,74320,129160,80200,76320,97040,60800,90720,89840,96040,1240,1360,840
"M",1160,1160,13080,920,10360,13720,1000,45400,49280,73640,89080,98840,360,800,26360,38240,60720,71280,125040,104320,97680,112840,99560,99840
"N",840,1040,11440,4440,39520,5240,17680,65880,89200,142560,32160,78600,880,880,1000,119000,75880,78160,87880,80160,98560,82840,97640,55720
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102640,90760,9480,98960,106600,109320,75760,125680,171320,115200,105760,103080
"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76240,71160,60960,104760,164240,51120,81720,90800,72040,75000,101280,73320
