"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"A",34800,28800,29720,30600,26040,29120,29040,43360,26760,45320,56760,2480,24040,41520,23320,23960,23560,26560,28280,47120,32920,75680,58000,2520
"B",24640,22520,19680,21160,47920,26240,39160,27640,28680,25640,47600,2080,29960,31880,30400,26640,27360,30640,28160,35960,28200,29480,60840,2080
"C",23360,19080,24360,24760,29600,24720,23320,26920,24880,32920,36320,1800,20040,20360,27560,38520,28880,26440,38840,26520,26240,31920,35960,3000
"D",26600,27000,24800,36400,38880,24040,18840,24800,24200,31680,32200,2920,21160,21640,22640,23280,26560,29640,27680,25240,36640,25720,28320,3560
"E",38560,22960,23840,28800,20480,44160,23720,31440,24440,32040,30880,4160,29040,22520,37480,34040,26720,27000,22320,22240,28760,27880,52200,3520
"F",28680,25160,19440,27240,17280,21880,32840,29000,25200,28480,37040,5840,26800,42960,25160,26480,28480,20920,31880,24560,30680,26360,29640,6280
"G",21080,20960,26280,21120,27600,22320,25000,30160,23960,22360,35080,5200,18120,22000,20960,23560,26400,25160,25480,22920,19480,27560,25080,5120
"H",22160,22720,21880,23680,18960,18480,25080,32240,24560,20880,20680,3240,24240,21840,22000,15800,24960,24600,23680,25240,19960,16360,24240,4240
"I",23000,22080,23040,18960,19960,26880,25520,22800,21960,21920,36480,4440,21960,26200,24160,18240,18320,23040,15960,22560,19840,17360,27560,3960
"J",21800,24760,21520,20120,17920,17480,18400,15400,18880,14240,16520,4400,22320,22840,18800,18040,20400,20880,22080,16840,15560,18520,41320,6880
"K",20960,21360,17640,22880,18760,21960,25000,20240,15880,15000,26680,3480,22720,20520,19000,23200,20080,26800,24160,19640,20840,19680,34480,5880
"L",25200,26360,25360,25480,22680,25400,18760,18840,19080,17440,35000,9520,18480,23680,19960,20720,21480,20960,20640,16840,15280,15280,28480,7480
"M",28360,29120,33720,23320,39040,29200,25640,20040,23040,22400,18520,17560,6600,36920,14280,18880,23600,18280,18680,20240,22400,17240,18360,18600
"N",25640,30880,29080,29720,23280,20560,18600,22400,20000,21600,22840,20400,4240,29720,15960,21920,21480,17120,21000,18480,19120,22720,21600,20720
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28600,17560,19720,21840,20760,18360,20800,23760,19560,19240,20040,16680
"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21120,19160,18960,20440,23320,20640,19840,22680,19680,19280,20000,18520
