"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"A",2400,1360,880,1200,1120,840,1840,840,1400,920,1600,600,1720,4200,1760,920,1440,1360,1040,800,1160,1040,1400,1400
"B",1520,40280,1720,2400,11160,960,18080,1760,720,1160,960,1240,1160,1080,1240,1560,800,960,1160,1440,1480,1440,1520,840
"C",1680,1520,8520,1080,39680,560,1280,1080,1720,15440,840,1240,1840,760,1680,28960,1560,1080,1480,1000,1720,1280,1480,1440
"D",1160,1440,960,15720,27720,840,2640,43440,1120,680,680,560,800,1680,17600,800,1440,1640,14920,960,1360,1600,960,1080
"E",45840,1440,920,2200,14120,7680,680,2400,1080,1280,1320,8560,48920,100680,23760,35440,13440,3040,3000,1440,1320,1000,1440,920
"F",17440,44480,13800,840,21480,520,3600,720,960,10040,13360,1240,1440,31360,1120,65080,15920,1520,11800,1320,28600,9760,720,1280
"G",33720,44440,50480,43160,24640,74200,10120,3040,51440,920,1000,640,73680,38200,13880,39160,83960,124480,65800,11720,75360,1320,880,960
"H",192680,91680,86760,74040,42520,111320,63240,91280,2800,5480,1040,680,77560,36880,50720,103120,88840,17280,28920,42840,48360,26240,960,11600
"I",93800,84000,112400,200520,116440,138640,127480,46640,52040,56040,18120,720,74520,128280,122600,139240,131880,106720,142200,114600,49120,123920,920,640
"J",139400,149280,136760,71880,132520,184560,80720,106400,45600,67080,30640,960,139640,163560,124640,128600,110800,127880,89000,55600,95640,68360,17520,1600
"K",89560,176000,152440,182880,129200,140560,126240,142480,83360,92040,1080,760,124080,151640,120120,120040,116720,130000,121800,98320,43520,67400,25000,720
"L",38040,165240,165560,143320,73880,82640,117880,69280,87080,76360,77040,1720,149800,137080,143520,146160,63160,81240,71320,91760,124280,88600,18160,1400
"M",840,1040,10840,880,58120,63800,39920,140400,115800,54560,139800,160280,1200,20680,110920,102000,69080,107000,123120,98200,84160,138520,134160,132720
"N",600,1840,21600,30800,69200,83280,24320,51960,116080,105360,113440,132200,920,32960,105320,135120,105920,94640,170640,118720,5640,137200,136040,133240
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145960,141840,104040,109240,165000,108360,120360,160440,149040,126880,155880,145960
"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138040,134960,154520,164760,143200,143240,157480,159080,107920,134320,119120,174160
